NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2008,2008,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2009,2009,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2009,2009,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2010,2010,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2010,2010,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2011,2011,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2011,2011,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2012,2012,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2012,2012,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2013,2013,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2013,2013,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2014,2014,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2014,2014,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2015,2015,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,15,Pará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,16,Amapá,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,17,Tocantins,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,21,Maranhão,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,22,Piauí,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,23,Ceará,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,24,Rio Grande do Norte,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,25,Paraíba,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,26,Pernambuco,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,27,Alagoas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,28,Sergipe,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,29,Bahia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,31,Minas Gerais,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,32,Espírito Santo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,33,Rio de Janeiro,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,35,São Paulo,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,41,Paraná,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,42,Santa Catarina,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,43,Rio Grande do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,50,Mato Grosso do Sul,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,51,Mato Grosso,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,52,Goiás,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2015,2015,53,Distrito Federal,104029,Total
1,Brasil,2,Percentual,100.00,1000410,Número de empresas ativas - percentual do total geral,2016,2016,1,Brasil,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2016,2016,11,Rondônia,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2016,2016,12,Acre,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2016,2016,13,Amazonas,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2016,2016,14,Roraima,104029,Total
3,Unidade da Federação,2,Percentual,-,1000410,Número de empresas ativas - percentual do total geral,2016,2016,15,Pará,104029,Total
